,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,State,Results,Model
17871,26,Local-gov,27834,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,Nebraska,0.0,KNeighbors
17884,38,Private,135416,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,Kentucky,0.0,KNeighbors
17887,42,Self-emp-not-inc,183765,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,?,<=50K,Montana,0.0,KNeighbors
17889,22,Private,200593,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,Oregon,0.0,KNeighbors
17890,50,Private,124094,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K,Maine,0.0,KNeighbors
17891,21,Private,50411,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,Minnesota,0.0,KNeighbors
17896,46,Self-emp-not-inc,368561,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Michigan,0.0,KNeighbors
17899,33,Private,183000,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K,Wisconsin,0.0,KNeighbors
17902,32,Private,31740,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,Delaware,0.0,KNeighbors
17903,56,Private,35520,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K,California,0.0,KNeighbors
17904,36,Private,369843,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,Kentucky,0.0,KNeighbors
17917,46,Private,154940,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,Arizona,0.0,KNeighbors
17919,62,Private,162825,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Missouri,1.0,KNeighbors
17921,47,Self-emp-not-inc,134671,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Kentucky,0.0,KNeighbors
17922,45,Private,87583,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,14,United-States,<=50K,Louisiana,0.0,KNeighbors
17927,38,State-gov,104280,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,Colorado,1.0,KNeighbors
17939,24,Private,232841,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,Virginia,0.0,KNeighbors
17940,19,?,131982,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,Montana,0.0,KNeighbors
17941,47,Private,408788,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,Mississippi,0.0,KNeighbors
17949,38,Private,103323,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,West Virginia,0.0,KNeighbors
17950,47,Private,268022,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K,South Carolina,1.0,KNeighbors
17955,35,Private,210945,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,Indiana,1.0,KNeighbors
17960,43,Private,141858,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,Nebraska,0.0,KNeighbors
17964,27,Private,37088,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,Nebraska,0.0,KNeighbors
17983,40,Private,209833,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Wyoming,0.0,KNeighbors
17984,19,Private,356272,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K,Nevada,0.0,KNeighbors
17992,58,Self-emp-not-inc,143731,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K,Texas,0.0,KNeighbors
17996,45,State-gov,183710,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K,New Jersey,0.0,KNeighbors
18001,23,Private,353696,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,Alaska,0.0,KNeighbors
18003,24,Private,169532,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,Montana,0.0,KNeighbors
18010,44,Private,92649,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K,Kentucky,0.0,KNeighbors
18012,43,Private,427382,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,Georgia,0.0,KNeighbors
18013,23,Private,276568,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,Wisconsin,0.0,KNeighbors
18017,47,Private,343579,1st-4th,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,12,Mexico,<=50K,Pennsylvania,0.0,KNeighbors
18019,27,Private,205440,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Michigan,0.0,KNeighbors
18021,18,Private,294253,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,<=50K,Colorado,0.0,KNeighbors
18022,23,Private,256628,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,<=50K,Kentucky,0.0,KNeighbors
18025,66,?,270460,7th-8th,4,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,Iowa,0.0,KNeighbors
18036,39,Private,108540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,Oklahoma,0.0,KNeighbors
18038,20,Private,176178,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,Maryland,0.0,KNeighbors
18039,21,Private,265148,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,38,Jamaica,<=50K,Minnesota,0.0,KNeighbors
18040,34,Private,220631,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,50,?,<=50K,Wisconsin,0.0,KNeighbors
18049,49,State-gov,194895,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,Idaho,1.0,KNeighbors
18062,22,Self-emp-not-inc,32921,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,Utah,0.0,KNeighbors
18065,60,Private,82775,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,Alabama,0.0,KNeighbors
18070,45,Private,53524,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Montana,0.0,KNeighbors
18074,22,Federal-gov,274103,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K,Oregon,0.0,KNeighbors
18075,19,Private,271118,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K,Illinois,0.0,KNeighbors
18080,56,Private,110003,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,Kansas,1.0,KNeighbors
18089,35,Private,61343,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,West Virginia,1.0,KNeighbors
18095,37,Private,279029,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Mississippi,0.0,KNeighbors
18100,52,Private,266138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K,Oregon,1.0,KNeighbors
18101,65,Private,185001,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,Connecticut,0.0,KNeighbors
18102,33,Self-emp-not-inc,34102,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,North Dakota,0.0,KNeighbors
18103,27,Private,289484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,Pennsylvania,0.0,KNeighbors
18105,53,Self-emp-not-inc,158284,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K,Michigan,0.0,KNeighbors
18112,54,State-gov,188809,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,Nebraska,0.0,KNeighbors
18114,63,Self-emp-not-inc,181561,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,North Carolina,1.0,KNeighbors
18115,31,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,27,United-States,<=50K,Florida,1.0,KNeighbors
18118,41,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,South Dakota,1.0,KNeighbors
18124,65,?,198019,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,35,United-States,<=50K,Mississippi,0.0,KNeighbors
18133,63,Self-emp-not-inc,179981,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,Arkansas,0.0,KNeighbors
18134,18,Private,192583,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,Michigan,0.0,KNeighbors
18139,48,Private,120724,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,Mississippi,0.0,KNeighbors
18140,20,Private,91733,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K,Illinois,0.0,KNeighbors
18142,44,Private,205706,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,Washington,0.0,KNeighbors
18145,39,Private,207568,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K,Kansas,0.0,KNeighbors
18153,50,Private,305147,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Indiana,1.0,KNeighbors
18163,28,Private,69847,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K,Arkansas,0.0,KNeighbors
18169,57,Private,160275,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,South Carolina,1.0,KNeighbors
18175,33,Private,206280,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Utah,0.0,KNeighbors
18183,42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,Missouri,0.0,KNeighbors
18185,37,Private,206888,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,Connecticut,0.0,KNeighbors
18188,24,Private,182163,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K,Kentucky,0.0,KNeighbors
18193,25,Private,137301,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,Tennessee,0.0,KNeighbors
18194,58,Private,316235,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,32,United-States,<=50K,Hawaii,0.0,KNeighbors
18195,28,Self-emp-inc,32922,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K,Oklahoma,0.0,KNeighbors
18197,18,Private,188241,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K,Maryland,0.0,KNeighbors
18202,51,Private,175246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,New Hampshire,1.0,KNeighbors
18203,42,State-gov,160369,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,Alabama,0.0,KNeighbors
18204,36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,New York,1.0,KNeighbors
18210,30,Private,340917,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,New Jersey,0.0,KNeighbors
18211,27,Private,155057,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Texas,0.0,KNeighbors
18220,57,State-gov,250976,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Wyoming,1.0,KNeighbors
18230,37,Self-emp-not-inc,143368,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,Virginia,1.0,KNeighbors
18250,23,Private,419554,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,<=50K,California,0.0,KNeighbors
18257,58,Private,147653,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,United-States,<=50K,Florida,1.0,KNeighbors
18258,54,Private,117674,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,Iowa,1.0,KNeighbors
18261,41,Private,207578,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,Arkansas,0.0,KNeighbors
18268,51,Private,194097,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,Maryland,1.0,KNeighbors
18271,43,Private,207685,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Tennessee,0.0,KNeighbors
18276,25,Local-gov,198813,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K,North Carolina,0.0,KNeighbors
18280,48,Private,174829,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Delaware,1.0,KNeighbors
18281,34,Private,188736,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0,0,20,Columbia,<=50K,Iowa,0.0,KNeighbors
18292,39,Private,150057,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,Illinois,0.0,KNeighbors
18295,50,Self-emp-not-inc,93705,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,West Virginia,0.0,KNeighbors
18299,62,Federal-gov,177295,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,New York,0.0,KNeighbors
18300,31,Private,211880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,Indiana,0.0,KNeighbors
18303,57,Self-emp-inc,244605,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,Montana,1.0,KNeighbors
18304,51,Private,257337,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,West Virginia,0.0,KNeighbors
18306,58,Private,267663,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K,Rhode Island,0.0,KNeighbors
18312,56,Private,101436,HS-grad,9,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K,Connecticut,0.0,KNeighbors
18317,34,Private,135785,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K,Indiana,0.0,KNeighbors
18322,33,Private,251521,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,New York,0.0,KNeighbors
18323,39,Private,255503,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,Colorado,1.0,KNeighbors
18324,26,Private,71009,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,Hawaii,0.0,KNeighbors
18327,17,Private,204018,11th,7,Never-married,Sales,Unmarried,White,Male,0,0,15,United-States,<=50K,Utah,0.0,KNeighbors
18328,57,?,366563,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,Maryland,0.0,KNeighbors
18331,19,State-gov,536725,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,15,Japan,<=50K,Idaho,0.0,KNeighbors
18337,41,Local-gov,190786,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K,West Virginia,0.0,KNeighbors
18339,62,Private,152148,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,Alaska,0.0,KNeighbors
18340,23,Private,309580,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,Nebraska,0.0,KNeighbors
18342,30,Private,130078,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K,Rhode Island,0.0,KNeighbors
18345,51,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,>50K,Maine,1.0,KNeighbors
18347,31,Private,332379,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,Nevada,0.0,KNeighbors
18350,30,Self-emp-not-inc,278522,11th,7,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K,Oklahoma,0.0,KNeighbors
18351,57,Private,136107,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,Texas,0.0,KNeighbors
18356,27,Private,180553,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,Georgia,0.0,KNeighbors
18364,56,Private,32446,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Illinois,0.0,KNeighbors
18367,48,Self-emp-not-inc,97883,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K,Missouri,0.0,KNeighbors
18368,58,Self-emp-not-inc,31732,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,Nebraska,0.0,KNeighbors
18379,64,Private,151540,11th,7,Widowed,Tech-support,Unmarried,White,Female,0,0,16,United-States,<=50K,West Virginia,0.0,KNeighbors
18381,19,Private,279968,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,<=50K,Oklahoma,0.0,KNeighbors
18382,36,Private,162651,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,<=50K,Oregon,0.0,KNeighbors
18384,39,Self-emp-not-inc,160120,Doctorate,16,Divorced,Adm-clerical,Other-relative,Other,Male,0,0,40,?,<=50K,Maryland,0.0,KNeighbors
18388,45,Self-emp-inc,122206,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,Wyoming,1.0,KNeighbors
18393,50,Self-emp-not-inc,198581,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Missouri,1.0,KNeighbors
18394,61,Private,199198,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K,South Dakota,0.0,KNeighbors
18397,48,Private,164964,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Michigan,1.0,KNeighbors
18398,45,Private,162606,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,Alabama,0.0,KNeighbors
18399,24,Private,179627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Texas,0.0,KNeighbors
18402,26,Private,57512,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K,Arkansas,0.0,KNeighbors
18405,38,Private,108726,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,West Virginia,0.0,KNeighbors
18409,39,Private,35890,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Arizona,0.0,KNeighbors
18412,37,Private,177974,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K,Vermont,0.0,KNeighbors
18415,38,Private,117802,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,>50K,Kansas,0.0,KNeighbors
18418,19,Private,343200,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K,Connecticut,0.0,KNeighbors
18420,38,Private,196123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,New Mexico,0.0,KNeighbors
18421,83,Self-emp-not-inc,213866,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,United-States,<=50K,Delaware,0.0,KNeighbors
18423,38,Private,153976,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Washington,0.0,KNeighbors
18428,52,Private,236497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,Colorado,1.0,KNeighbors
18432,25,Private,148300,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,South Dakota,0.0,KNeighbors
18433,17,Private,133449,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,26,United-States,<=50K,Hawaii,0.0,KNeighbors
18440,32,Private,299635,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,Iowa,0.0,KNeighbors
18443,43,Private,95634,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,45,?,<=50K,Oklahoma,0.0,KNeighbors
18444,20,Private,243878,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,Texas,0.0,KNeighbors
18452,39,Private,123945,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,South Dakota,1.0,KNeighbors
18454,34,State-gov,171216,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K,Florida,0.0,KNeighbors
18456,63,Private,163809,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,Kansas,0.0,KNeighbors
18460,22,?,214238,7th-8th,4,Never-married,?,Unmarried,White,Female,0,0,40,Mexico,<=50K,South Dakota,0.0,KNeighbors
18462,57,Private,262642,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,North Carolina,0.0,KNeighbors
18465,29,Private,131310,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,Michigan,0.0,KNeighbors
18474,24,Private,210781,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,<=50K,Indiana,0.0,KNeighbors
18478,42,Private,190767,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,Texas,0.0,KNeighbors
18486,41,Private,198196,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Arkansas,0.0,KNeighbors
18487,30,Private,79712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,<=50K,Mississippi,0.0,KNeighbors
18490,20,?,347292,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,32,United-States,<=50K,Alabama,0.0,KNeighbors
18496,25,Private,192273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,Mississippi,0.0,KNeighbors
18498,17,Private,173807,11th,7,Never-married,Craft-repair,Own-child,White,Female,0,0,15,United-States,<=50K,Louisiana,0.0,KNeighbors
18499,35,Private,217893,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,Minnesota,0.0,KNeighbors
18504,32,Private,270968,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,Minnesota,0.0,KNeighbors
18505,39,Local-gov,272166,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,<=50K,Idaho,0.0,KNeighbors
18507,21,Private,305781,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K,Michigan,0.0,KNeighbors
18514,28,Self-emp-not-inc,192838,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,New Mexico,0.0,KNeighbors
18515,40,Private,79531,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,>50K,South Dakota,1.0,KNeighbors
18523,50,Private,143664,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,Indiana,0.0,KNeighbors
18527,42,Private,376072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,South Carolina,0.0,KNeighbors
18530,37,Private,167482,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,North Dakota,0.0,KNeighbors
18533,33,Self-emp-not-inc,310525,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K,Alabama,0.0,KNeighbors
18534,35,Private,105138,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,North Carolina,1.0,KNeighbors
18535,44,Private,153489,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K,Texas,0.0,KNeighbors
18538,18,Private,267965,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,Massachusetts,0.0,KNeighbors
18548,25,Private,31350,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,England,<=50K,North Carolina,0.0,KNeighbors
18550,29,Private,196420,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,Minnesota,0.0,KNeighbors
18557,31,Private,500002,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,<=50K,Kentucky,0.0,KNeighbors
18558,33,Private,224141,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,Mississippi,0.0,KNeighbors
18560,62,?,123992,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,Delaware,0.0,KNeighbors
18561,46,?,37672,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,15,United-States,<=50K,New Jersey,0.0,KNeighbors
18562,49,Federal-gov,35406,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K,New Jersey,0.0,KNeighbors
18565,58,Private,238438,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K,Delaware,0.0,KNeighbors
18566,21,Private,56582,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,Colorado,0.0,KNeighbors
18567,67,Local-gov,176931,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,Montana,0.0,KNeighbors
18568,39,Self-emp-not-inc,188571,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Delaware,0.0,KNeighbors
18569,52,Federal-gov,312500,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K,Oklahoma,0.0,KNeighbors
